destination,sight_count,park_count,restaurant_count,water_count,forest_count,wetland_count,river_count,mountain_count,coastal_count,sand_count,protected_area_count,flight_count,min_flight_price,avg_flight_price,max_flight_price,avg_total_duration,avg_outbound_stops,avg_return_stops,weather_available,accommodation_available,flight_available,latitude,longitude,temperature,feels_like,humidity,pressure,wind_speed,cloudiness,visibility,rain_1h,hotel_count,room_count,min_hotel_price,avg_hotel_price,max_hotel_price,avg_allotment,weather_condition_Clear,weather_condition_Clouds,weather_condition_Rain,weather_description_broken clouds,weather_description_clear sky,weather_description_few clouds,weather_description_light rain,weather_description_moderate rain,weather_description_overcast clouds,weather_description_scattered clouds
Darjeeling,-0.394061015190978,-0.5631691975792332,-0.26201254431968474,-1.0124654836604208,3.0300739304851434,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,0.74682804626442,1.827743596855311,-1.0492557745364606,-1.0163056985401733,1.13803100332654,-0.6311263264195061,-0.910924703052117,0.5325088522812874,0.18416809907444928,-0.4364360701473351,0.2190947578596002,-0.20900615467539513,-0.31151106706724535,-0.42846960142128554,-0.3292495174786761,-0.5315219985272195,0,1,0,0,0,0,0,0,1,0
Delhi,3.076362698138658,0.05434088748571551,1.2241930642163417,1.4861815855488667,-0.15142315229431347,0.014208958870287943,-0.19236215274117177,-0.3132762990196908,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,4.959409710928415,2.2857021963030903,2.2857021963030903,2.2857021963030903,1.5630808435038834,-0.25264557631995566,0.49782873006186507,1,1,1,0.9500015798964675,-0.2771709577734013,0.6837674340599478,0.9981091087942653,-0.1038679090337717,-1.2265285211548984,-0.28369900709462126,0.6827653004419216,0.18416809907444928,0.4161581534773427,4.627708787961312,3.0100618526018956,-0.4298262309661079,0.04559163368657498,0.23463257649910937,0.12271230029141582,0,0,1,0,0,0,1,0,0,0
Dharamshala,-0.4313773992052752,-0.8925079096138726,1.1691484120483406,-0.533272895044941,0.6942912621154156,-0.3917612945665114,1.09005219886664,0.7486772569792609,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,1.3754544722896693,-0.4604985385312907,0.6050853559048139,0.7190559753107064,-0.32966771128110106,-0.8295937246646369,-0.9547866398323613,-0.9700556293250543,0.18416809907444928,-0.4364360701473351,-0.4488770648830835,-0.5822314308814578,3.5928893415952188,2.0256853139462336,0.4115734106027827,-0.7481564692108058,0,1,0,0,0,0,0,0,0,1
Gangtok,-0.617959319276761,-0.9336752486182025,-0.8399813920836949,-0.8070972313966438,-0.7555048768726914,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,0.7841441109697062,1.8944150985856312,-0.4883937815331997,-0.5788317757352197,1.025131102202875,-0.23419152992924444,-1.2223444541918524,0.32214982485639965,0.18416809907444928,2.075260426476716,0.2190947578596002,0.21087228105642541,-0.3306502847567672,0.20817517855718246,0.260953463487782,-0.1766359188840855,0,0,1,0,0,0,0,1,0,0
Goa,-0.31942824716238366,-0.3573325025575837,-1.3629055876797043,-0.6017289791328667,0.04993742256514584,3.3634635497238823,0.23510929779476555,0.7486772569792609,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,0.40112872661921006,1.325994801971647,1.325994801971647,1.325994801971647,0.5892519549219811,-0.25264557631995566,-0.25900548793759204,1,1,1,-0.7084984772417378,-0.8740523392642273,-0.07279100973941559,-0.41459737946624997,0.9122312010792105,0.7581454612964096,-0.5512568214541124,-0.27887596778613705,0.18416809907444928,0.09355493372746465,0.7534722160537471,1.0972823120458244,-0.3025214345161063,-0.31522394053293035,-0.21248270932833183,0.3073551102300579,0,0,1,0,0,0,1,0,0,0
Gokarna,-0.617959319276761,-1.0983446046355223,0.7287911947043328,-0.49904485300097823,1.0970124118343343,1.4351048458990856,0.4488450230627342,-0.04778791001995287,4.105769078709695,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-0.8059307221872396,-0.8295919721103496,0.4436862212276162,0.5112195269349311,-0.2167678101574364,0.9566128595415404,1.154972519297397,-0.038465650729122385,0.18416809907444928,0.439201240602334,-0.5824714294316202,-0.5822314308814578,0.9351479760729755,-0.29900136362141017,-0.3674283082050459,-0.8922195657499014,0,0,1,0,0,0,1,0,0,0
Hampi,2.1807694817955263,-0.6455038755878931,-0.06935626173168132,-0.1909924746053126,-0.4736000720694484,-0.4932538579257112,1.09005219886664,3.4035611469766405,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-0.7084984772417378,-0.4200384614812325,0.6817499448764825,0.3484385324028556,-1.2893168708322509,0.361210664806148,2.8524294726928576,0.6527140108097949,0.18416809907444928,-0.4364360701473351,-0.5824714294316202,-0.6288845904072157,0.9099190073004239,-0.11822846355940538,-0.3281342994930587,2.837050137841687,0,1,0,0,0,0,0,0,1,0
Hyderabad,3.076362698138658,0.7130183115549942,0.7012688686203323,-0.49904485300097823,-0.6749606469289077,0.21719408558868758,0.6625807483307029,0.483188867979523,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-0.45450046348109047,-0.0375916785556156,-0.06875603137248575,-0.411690575992463,-0.16031785959560405,0.7581454612964096,0.8435527681576612,-1.6011327115997178,0.18416809907444928,-0.4364360701473351,0.08550039331106347,0.6307507167882459,-0.3051313278374047,0.014456931090603729,-0.24495472051892525,1.4511538888814481,0,1,0,0,0,1,0,0,0,0
Indore,-0.31942824716238366,1.9480384816848917,0.013210716520320149,-0.43058876891305253,0.37211434234028073,-0.4932538579257112,0.4488450230627342,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,0.2100488941671146,-0.5406948306126212,-0.09498339075753014,-0.43058479857207876,0.12193189321355767,0.1627432665610172,0.39616101299916795,0.7428678797061753,0.18416809907444928,-0.4364360701473351,-0.31528270033454675,0.0709128024791519,-0.21755490750050155,-0.6057915554969191,-0.3783016835648153,0.47332396750552597,0,1,0,0,0,0,0,0,1,0
Jaipur,-0.24479547913378935,1.783369125667572,0.7838358468723338,-0.15676443256134978,-0.6749606469289077,-0.4932538579257112,0.8763164735986714,0.7486772569792609,-0.3489532490042598,-0.21605924398239526,2.342606428329091,0.2187974872468418,2.4653158157491504,2.4653158157491504,2.4653158157491504,1.1774390468272269,-0.25264557631995566,-0.25900548793759204,1,1,1,0.7323245357822986,-0.5438569646946873,0.21167496512914508,0.48796509914463504,0.7428813493937134,-0.43265892817437523,-1.4109507823469039,0.6527140108097949,0.18416809907444928,-0.4364360701473351,2.490198955184725,2.4968770978185595,-0.35732919426337356,-0.32295638858617176,1.3155140458561874,0.09153502266568106,0,1,0,0,0,0,0,0,1,0
Jaisalmer,-0.5060101672338695,-1.0983446046355223,0.453567933864328,-1.0124654836604208,-0.8763212217883669,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.03295818976002639,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,0.7320757620175968,-1.4769913029122634,2.2856538457311326,1.3454721239118201,-2.7570155854398917,-1.2265285211548984,1.8699220888153818,-2.2021585042422545,0.18416809907444928,-0.4364360701473351,-0.5824714294316202,-0.6288845904072157,0.33313258329346895,-0.24483279903371247,-0.33865045659181003,3.2081217501393575,1,0,0,0,1,0,0,0,0,0
Jim Corbett,-0.6552757032910582,-1.0983446046355223,-1.5280395441837071,-0.49904485300097823,-0.8360491068164752,0.014208958870287943,0.8763164735986714,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,0,0,1.0608054146946972,0.032527692264187634,0.6514876071245083,1.1245550599040024,0.2912817448990547,-1.0280611229097676,-1.0118071576466792,0.7428678797061753,0.18416809907444928,-0.4364360701473351,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.42758909094479575,-1.0592017912838532,0,1,0,0,0,0,0,0,1,0
Jodhpur,-0.31942824716238366,0.34251226051602496,0.288433977360325,-0.29367660073720114,-0.7957769918445833,0.6231643390254868,-0.6198336032771091,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,0.6539607999011979,-1.074695461471504,1.8861909874050695,1.2103057623807214,-2.305415980945233,-1.0280611229097676,1.6637709859482326,-1.901645607920986,0.18416809907444928,-0.4364360701473351,-0.18168833578601,-0.022393516572363784,-0.3816881985954923,0.09646407375077659,-0.22292045266246943,-0.4495841425091088,0,1,0,0,0,1,0,0,0,0
Kaziranga,-0.6552757032910582,-1.0160099266268623,-1.3904279137637048,-0.2594485586932383,0.49293068725595635,3.6679412398014817,1.3037879241346086,-0.3132762990196908,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,0,0,0.6914634449300106,2.8059288212420888,0.4739485589795912,0.996655707057372,0.7428813493937134,-1.2265285211548984,-1.0556690944269236,0.14184208706363863,0.18416809907444928,-0.4364360701473351,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.42758909094479575,-1.0592017912838532,0,1,0,1,0,0,0,0,0,0
Kochi,0.1283683610091823,2.1127078377022115,1.1691484120483406,1.7257778798566066,-0.6346885319570158,-0.08728360448891188,0.021373572526796884,-0.5787646880194287,1.8784079148527177,-0.03295818976002639,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-1.379366688513371,-0.45937464750212303,0.4880709832638453,0.6405722815184557,-0.1038679090337717,0.9566128595415404,0.545291598051999,0.7428678797061753,0.18416809907444928,0.3009427178523863,0.2190947578596002,0.16421912153066756,0.04981416385918292,0.4531616406850164,0.13019415467414475,0.061309397536359805,0,0,1,0,0,0,1,0,0,0
Kodaikanal,-0.617959319276761,-0.9748425876225325,-0.34457952257168617,-0.9440093995724952,0.49293068725595635,-0.08728360448891188,-0.8335693285450777,-0.04778791001995287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,0,0,-1.3428218224786608,-0.22472905941237978,-2.38483361399027,-2.1208910185792593,0.4606315965845517,1.7504824525220637,-0.6302083076585524,0.7428678797061753,0.18416809907444928,-0.4364360701473351,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.42758909094479575,-1.0592017912838532,0,1,0,0,0,0,0,0,1,0
Kolkata,0.09105197699488513,1.4128630746286028,1.1966707381323411,2.273426552560012,-0.8360491068164752,-0.4932538579257112,0.021373572526796884,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,0.19161475820270338,1.8473640673645189,1.089282759936406,1.4399432368098997,0.4606315965845517,-1.4249959194000292,-0.05561693583735008,-0.36902983668251754,0.18416809907444928,-0.4364360701473351,1.1542553096993575,1.2838949501488557,-0.4547652115918485,0.3946815388464428,0.3939067894353112,0.16282940448969888,0,1,0,1,0,0,0,0,0,0
Ladakh,-0.4313773992052752,-1.0983446046355223,-1.5280395441837071,-1.0809215677483466,-0.8763212217883669,-0.4932538579257112,-0.8335693285450777,-0.3132762990196908,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,0,0,1.6223002403151365,-0.1978890177158015,-0.33304711440639645,-0.7517865824255501,-3.3779650416200475,-1.0280611229097676,-0.03807216112525228,-1.6311840012318446,0.18416809907444928,-0.4364360701473351,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.42758909094479575,-1.0592017912838532,0,1,0,0,0,1,0,0,0,0
Mahabalipuram,-0.617959319276761,-0.9336752486182025,-0.17944556606768328,-0.05408030642946123,-0.8360491068164752,-0.4932538579257112,-0.19236215274117177,-0.5787646880194287,0.39350047228139934,-0.21605924398239526,2.342606428329091,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,0,0,-1.0452013290775342,0.28582225183792564,0.8512190362875399,1.2684418318564625,0.06548194265172533,-0.23419152992924444,1.7295638911185995,0.7128165900740485,0.18416809907444928,-0.4364360701473351,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.42758909094479575,-1.0592017912838532,0,1,0,0,0,0,0,0,1,0
Manali,-0.5433265512481666,-1.0160099266268623,0.8388804990403348,-0.772869189352681,1.9024547112721713,-0.4932538579257112,0.23510929779476555,4.996491480975068,-0.3489532490042598,-0.21605924398239526,2.342606428329091,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-0.9779950965433138,0.3038235573051117,0.7503445771142915,1.195771745011786,0.17838184377539001,0.1627432665610172,-1.2135720668358037,0.6827653004419216,0.18416809907444928,-0.4364360701473351,-0.31528270033454675,-0.34896563325266866,0.20379786981579107,0.1321526735810616,-0.2873852798154613,-0.4929310496004289,0,1,0,0,0,0,0,0,1,0
Mumbai,2.2554022498241206,1.2070263796069531,1.1966707381323411,0.4251122821860186,-0.3125116121818809,3.464956113083082,2.799938001010389,-0.04778791001995287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,2.7714348384599963,1.7867348298582308,1.7867348298582308,1.7867348298582308,0.8551447498928457,-0.25264557631995566,-0.25900548793759204,1,1,1,-0.25061792461964244,-1.1093836913717665,0.6898199016103422,0.7292297874689613,-0.5554675135284305,0.361210664806148,1.2953307169941792,-1.5109788427033373,0.18416809907444928,-0.1368759375224483,2.490198955184725,2.9634086930761376,-0.6215083960081377,0.37773729883718515,0.39905752825357116,0.6461405572898611,0,0,1,0,0,0,1,0,0,0
Munnar,-0.5806429352624638,-0.5631691975792332,-0.7574144138316935,1.9653741741643467,-0.4736000720694484,-0.4932538579257112,-0.8335693285450777,-0.3132762990196908,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,2.9537660778323644,2.166264626549244,2.166264626549244,2.166264626549244,2.8175589134488566,3.9581140290126386,2.789354556782444,1,1,1,-1.3594523486489836,-0.3057444585149686,-2.086245214837455,-1.83747767988502,1.13803100332654,1.9489498507671945,-0.48546391628374574,0.7428678797061753,0.18416809907444928,-0.4364360701473351,-0.4488770648830835,-0.6288845904072157,1.2782039537503147,0.49068820257060425,-0.18536897205300937,-0.20573708299921106,0,1,0,0,0,0,0,0,1,0
Mussoorie,-0.35674463117668087,0.5071816165333446,-1.1702493050917009,-1.0466935257043837,-0.6346885319570158,-0.4932538579257112,-0.8335693285450777,-0.04778791001995287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,1.1718207071929232,-0.11209231948912762,-1.4931033948987535,-1.3912833466587056,0.7993312999555457,-0.43265892817437523,-1.2925235530402437,-1.1203120774856885,0.18416809907444928,-0.4364360701473351,-0.31528270033454675,-0.25565931420115295,0.1875585335943783,0.3674118308019044,-0.13453942730229243,-0.40099143137489,0,1,0,0,0,0,0,0,0,1
Mysore,-0.2821118631480865,0.34251226051602496,1.1141037598803396,-0.08830834847342409,-0.07087892235052974,-0.3917612945665114,-0.8335693285450777,-0.3132762990196908,-0.3489532490042598,-0.03295818976002639,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-1.0849056219239586,-0.38517879057652304,-0.11515828259218011,-0.4451188159410143,0.12193189321355767,1.1550802577866712,0.39616101299916795,0.7128165900740485,0.18416809907444928,-0.4364360701473351,-0.4488770648830835,-0.4422719523041843,-0.23959400665813282,0.014554084458087119,-0.2089453772802017,1.5762500006030111,0,1,0,0,0,0,0,0,1,0
Nainital,-0.617959319276761,-0.6455038755878931,-1.5005172180997066,-0.9440093995724952,2.788441240653792,-0.4932538579257112,-0.8335693285450777,-0.04778791001995287,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,1.0408910748303095,0.14765985125220488,-2.3081690250186013,-2.0365937178394344,0.7993312999555457,-0.6311263264195061,-1.0556690944269236,0.7428678797061753,0.18416809907444928,-0.4364360701473351,0.08550039331106347,0.3508317596336989,-0.5980193561164517,0.6496444713204976,0.4115688800297161,-0.2669425730735969,0,1,0,0,0,0,0,0,1,0
Ooty,-0.35674463117668087,-0.6043365365835632,-0.7023697616636926,-0.772869189352681,0.2512979974246051,-0.4932538579257112,-0.8335693285450777,0.21770047897978506,-0.3489532490042598,-0.21605924398239526,-0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,1,0,-1.1977494015927437,-0.3755971433278498,-1.8602864262893781,-1.7386463617762598,-0.04741795847193936,1.5520150542769329,-0.3626504932990612,0.5024575626491606,0.18416809907444928,-0.4364360701473351,-0.18168833578601,-0.34896563325266866,1.3594006348573773,2.8607383828762196,0.3939067894353112,-0.8288814802025405,0,1,0,0,0,0,0,0,1,0
Pahalgam,-0.6552757032910582,-1.0983446046355223,-1.472994892015706,-1.0809215677483466,-0.5944164169851239,-0.4932538579257112,-0.8335693285450777,-0.5787646880194287,-0.3489532490042598,-0.21605924398239526,0.7808688094430303,-0.32819623087026273,-0.41856192132419956,-0.41856192132419956,-0.41856192132419956,-0.36957357845780314,-0.25264557631995566,-0.25900548793759204,1,0,0,1.6173993971505098,-0.637978076137407,-2.0257205393335056,-1.885439937202507,-0.27321776071926873,1.7504824525220637,-0.42405720479140346,-2.262261083506508,0.18416809907444928,-0.4364360701473351,-0.716065793980157,-0.815497228510247,-0.8572687593654299,-0.9415351714612066,-0.42758909094479575,-1.0592017912838532,1,0,0,0,1,0,0,0,0,0
