destination,check_in,check_out,hotel_code,hotel_name,hotel_category,hotel_category_name,destination_code,destination_name,zone_code,zone_name,hotel_latitude,hotel_longitude,room_code,room_name,rate_key,rate_class,rate_type,price,allotment,payment_type,board_code,board_name,rooms,adults,children,offer_name,offer_amount,cancellation_amount,cancellation_from
Goa,2026-09-15,2026-09-16,133955,Beleza By The Beach,4EST,4 STARS,GOO,Goa,6,South Goa,15.300805,73.92185300000001,SUI.ST,JUNIOR SUITE ROOM,20260915|20260916|W|270|133955|SUI.ST|BAR-BB|BB||1~1~0||P@07~~23365~-1099553126~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025756,NOR,BOOKABLE,86.87,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-9.66,86.87,2026-09-11T23:59:00+05:30
Goa,2026-09-15,2026-09-16,133955,Beleza By The Beach,4EST,4 STARS,GOO,Goa,6,South Goa,15.300805,73.92185300000001,SUI.ST,JUNIOR SUITE ROOM,20260915|20260916|W|270|133955|SUI.ST|BAR-BB|BB||1~1~0||N@07~~24f70~-1601915683~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001023560,NOR,BOOKABLE,96.53,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,96.53,2026-09-11T23:59:00+05:30
Goa,2026-09-15,2026-09-16,133955,Beleza By The Beach,4EST,4 STARS,GOO,Goa,6,South Goa,15.300805,73.92185300000001,DBL.ST-6,Terrace Room (Paddy View),20260915|20260916|W|270|133955|DBL.ST-6|BAR-BB|BB||1~1~0||P@07~~2442000~2015354314~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102361b64,NOR,BOOKABLE,7012.54,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Exclusive discount,-779.16,7012.54,2026-09-11T23:59:00+05:30
Goa,2026-09-15,2026-09-16,133955,Beleza By The Beach,4EST,4 STARS,GOO,Goa,6,South Goa,15.300805,73.92185300000001,DBL.ST-6,Terrace Room (Paddy View),20260915|20260916|W|270|133955|DBL.ST-6|BAR-BB|BB||1~1~0||N@07~~262238e~-533450488~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102461e6f,NOR,BOOKABLE,7791.7,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,7791.7,2026-09-11T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.DX,Superior Deluxe Room,20260915|20260916|W|270|106141|DBL.DX|BAR-BB NRF|BB||1~1~0||N@07~~23966~1263445316~N~~~NRF~~C82F0F4D88F247C178773820237605AAUK0011000000001026158,NRF,BOOKABLE,88.97,10,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,88.97,2026-08-25T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.DX,Superior Deluxe Room,20260915|20260916|W|270|106141|DBL.DX|BAR-BB|BB||1~1~0||N@07~~2296b~1426822964~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102105d,NOR,BOOKABLE,93.16,10,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,93.16,2026-09-10T15:00:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.DX,Superior Deluxe Room,20260915|20260916|W|270|106141|DBL.DX|FIT-HB|HB||1~1~0||N@07~~25b26c6~-688856551~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025b26c6,NOR,BOOKABLE,9926.91,1,AT_WEB,HB,HALF BOARD,1,1,0,,,9926.91,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.CB,"Premier Club Room with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|DBL.CB|BAR-BB NRF|BB||1~1~0||N@07~~25086~1110380815~N~~~NRF~~C82F0F4D88F247C178773820237605AAUK0011000000001025c74,NRF,BOOKABLE,116.92,3,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,116.92,2026-08-25T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.CB,"Premier Club Room with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|DBL.CB|BAR-BB|BB||1~1~0||N@07~~23f8b~273702575~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001020b79,NOR,BOOKABLE,121.11,3,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,121.11,2026-09-10T15:00:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.CB,"Premier Club Room with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|DBL.CB|FIT-HB|HB||1~1~0||N@07~~25b26c6~2053330724~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025b26c6,NOR,BOOKABLE,9926.91,1,AT_WEB,HB,HALF BOARD,1,1,0,,,9926.91,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.LX,"Ocean View Room with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|DBL.LX|BAR-BB NRF|BB||1~1~0||N@07~~21c9c~-842242185~N~~~NRF~~C82F0F4D88F247C178773820237605AAUK0011000000001023787,NRF,BOOKABLE,135.55,3,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,135.55,2026-08-25T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.LX,"Ocean View Room with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|DBL.LX|BAR-BB|BB||1~1~0||N@07~~20ba1~1184016836~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001024a8b,NOR,BOOKABLE,139.74,3,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,139.74,2026-09-10T15:00:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,DBL.LX,"Ocean View Room with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|DBL.LX|FIT-HB|HB||1~1~0||N@07~~25b26c6~-1688804079~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025b26c6,NOR,BOOKABLE,9926.91,1,AT_WEB,HB,HALF BOARD,1,1,0,,,9926.91,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,SUI.DX,"Junior Suite with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|SUI.DX|BAR-BB NRF|BB||1~1~0||N@07~~263d1~-1637169895~N~~~NRF~~C82F0F4D88F247C178773820237605AAUK0011000000001020db6,NRF,BOOKABLE,182.13,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,182.13,2026-08-25T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,SUI.DX,"Junior Suite with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|SUI.DX|BAR-BB|BB||1~1~0||N@07~~252d6~-1573846649~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK00110000000010221ba,NOR,BOOKABLE,186.33,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,186.33,2026-09-10T15:00:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,SUI.DX,"Junior Suite with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|SUI.DX|FIT-HB|HB||1~1~0||N@07~~25b26c6~-343880928~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025b26c6,NOR,BOOKABLE,9926.91,1,AT_WEB,HB,HALF BOARD,1,1,0,,,9926.91,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,SUI.SU,"Superior Suite with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|SUI.SU|BAR-BB NRF|BB||1~1~0||N@07~~251117~-275911715~N~~~NRF~~C82F0F4D88F247C178773820237605AAUK00110000000010245f2,NRF,BOOKABLE,242.69,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,242.69,2026-08-25T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,SUI.SU,"Superior Suite with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|SUI.SU|BAR-BB|BB||1~1~0||N@07~~24011c~1281350815~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK00110000000010259f6,NOR,BOOKABLE,246.89,1,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,246.89,2026-09-10T15:00:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,SUI.SU,"Superior Suite with Happy Hour (5-7 PM), Unlimited N/A Drink at Lobby BAR / F&B, Spa Disc. (T&C)",20260915|20260916|W|270|106141|SUI.SU|FIT-HB|HB||1~1~0||N@07~~25b26c6~1603365230~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025b26c6,NOR,BOOKABLE,9926.91,1,AT_WEB,HB,HALF BOARD,1,1,0,,,9926.91,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106141,Kenilworth Beach Resort,5EST,5 STARS,GOO,Goa,6,South Goa,15.318837,73.902759,FAM.DX,Family Room,20260915|20260916|W|270|106141|FAM.DX|FIT-HB|HB||1~1~0||N@07~~25b26c6~-1363703499~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025b26c6,NOR,BOOKABLE,9926.91,1,AT_WEB,HB,HALF BOARD,1,1,0,,,9926.91,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.ST-1,Superior Room (Garden View)),20260915|20260916|W|270|59418|DBL.ST-1|BAR-BB1|BB||1~1~0||P@07~~2404f~2133093257~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102404f,NOR,BOOKABLE,79.64,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-65.12,79.64,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.ST-1,Superior Room (Garden View)),20260915|20260916|W|270|59418|DBL.ST-1|BAR-BB1|BB||1~1~0||N@07~~2455d~826289099~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102455d,NOR,BOOKABLE,93.69,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-65.12,93.69,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.ST-1,Superior Room (Garden View)),20260915|20260916|W|270|59418|DBL.ST-1|BAR-HB|HB||1~1~0||P@07~~25288~-2013934614~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025288,NOR,BOOKABLE,136.82,5,AT_WEB,HB,HALF BOARD,1,1,0,Exclusive discount,-58.64,136.82,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.ST-1,Superior Room (Garden View)),20260915|20260916|W|270|59418|DBL.ST-1|BAR-HB|HB||1~1~0||N@07~~22ec3~1679365492~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001022ec3,NOR,BOOKABLE,195.46,5,AT_WEB,HB,HALF BOARD,1,1,0,,,195.46,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.PI,Premium Double Room(Pool View),20260915|20260916|W|270|59418|DBL.PI|BAR-BB1|BB||1~1~0||P@07~~24953~-1872985153~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001024953,NOR,BOOKABLE,83.73,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-68.45,83.73,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.PI,Premium Double Room(Pool View),20260915|20260916|W|270|59418|DBL.PI|BAR-BB1|BB||1~1~0||N@07~~23362~-2106011473~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001023362,NOR,BOOKABLE,98.51,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-68.45,98.51,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.PI,Premium Double Room(Pool View),20260915|20260916|W|270|59418|DBL.PI|BAR-HB|HB||1~1~0||P@07~~2358e~-208880894~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102358e,NOR,BOOKABLE,142.53,5,AT_WEB,HB,HALF BOARD,1,1,0,Exclusive discount,-61.08,142.53,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.PI,Premium Double Room(Pool View),20260915|20260916|W|270|59418|DBL.PI|BAR-HB|HB||1~1~0||N@07~~23dcb~-780908350~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001023dcb,NOR,BOOKABLE,203.61,5,AT_WEB,HB,HALF BOARD,1,1,0,,,203.61,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|59418|DBL.DX|BAR-BB1|BB||1~1~0||P@07~~25357~675552638~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001025357,NOR,BOOKABLE,87.83,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-71.79,87.83,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|59418|DBL.DX|BAR-BB1|BB||1~1~0||N@07~~22067~-1031307398~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001022067,NOR,BOOKABLE,103.32,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,Special discount,-71.79,103.32,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|59418|DBL.DX|BAR-HB|HB||1~1~0||P@07~~21794~-792408639~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001021794,NOR,BOOKABLE,148.23,5,AT_WEB,HB,HALF BOARD,1,1,0,Exclusive discount,-63.53,148.23,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,59418,The Zuri White Sands Goa Resort & Casino,5EST,5 STARS,GOO,Goa,6,South Goa,15.2264,73.9319,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|59418|DBL.DX|BAR-HB|HB||1~1~0||N@07~~24cd3~-1942872263~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001024cd3,NOR,BOOKABLE,211.76,5,AT_WEB,HB,HALF BOARD,1,1,0,,,211.76,2026-08-31T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|106140|DBL.DX|BAR-RO PQ|RO||1~1~0||N@07~~23824~-518969203~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102371d,NOR,BOOKABLE,29.55,2,AT_WEB,RO,ROOM ONLY,1,1,0,,,29.55,2026-09-14T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|106140|DBL.DX|BAR-RO|RO||1~1~0||N@07~~20027~575668623~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK001100000000102341f,NOR,BOOKABLE,31.52,2,AT_WEB,RO,ROOM ONLY,1,1,0,,,31.52,2026-09-14T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|106140|DBL.DX|BAR-BB PQ|BB||1~1~0||N@07~~20221~1213649847~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001020221,NOR,BOOKABLE,33.02,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,33.02,2026-09-14T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|106140|DBL.DX|BAR-BB|BB||1~1~0||N@07~~21623~1846931520~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001021623,NOR,BOOKABLE,35.22,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,35.22,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|106140|DBL.DX|FIT-CP|BB||1~1~0||N@07~~21d2a~1232891305~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001021d2a,NOR,BOOKABLE,42.29,2,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,42.29,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.DX,Deluxe Double Room,20260915|20260916|W|270|106140|DBL.DX|FIT-MAP|HB||1~1~0||N@07~~20139~-1226848252~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001020139,NOR,BOOKABLE,57.01,2,AT_WEB,HB,HALF BOARD,1,1,0,,,57.01,2026-09-07T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.EJ,Executive Double Room,20260915|20260916|W|270|106140|DBL.EJ|BAR-RO PQ|RO||1~1~0||N@07~~24826~1394728813~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001021c1f,NOR,BOOKABLE,31.28,5,AT_WEB,RO,ROOM ONLY,1,1,0,,,31.28,2026-09-14T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.EJ,Executive Double Room,20260915|20260916|W|270|106140|DBL.EJ|BAR-BB PQ|BB||1~1~0||N@07~~22c20~2107749154~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001022c20,NOR,BOOKABLE,32.44,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,32.44,2026-09-14T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.EJ,Executive Double Room,20260915|20260916|W|270|106140|DBL.EJ|BAR-RO|RO||1~1~0||N@07~~21d29~-1439440640~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001022421,NOR,BOOKABLE,33.36,5,AT_WEB,RO,ROOM ONLY,1,1,0,,,33.36,2026-09-14T23:59:00+05:30
Goa,2026-09-15,2026-09-16,106140,Nanutel-Margao,3EST,3 STARS,GOO,Goa,6,South Goa,15.278113,73.95872,DBL.EJ,Executive Double Room,20260915|20260916|W|270|106140|DBL.EJ|BAR-BB|BB||1~1~0||N@07~~20725~-174967975~N~~~NOR~~C82F0F4D88F247C178773820237605AAUK0011000000001020725,NOR,BOOKABLE,37.07,5,AT_WEB,BB,BED AND BREAKFAST,1,1,0,,,37.07,2026-09-07T23:59:00+05:30
