destination,Agra,Ahmedabad,Alappuzha,Amritsar,Andaman,Bengaluru,Bhopal,Bhubaneswar,Chennai,Coorg,Darjeeling,Delhi,Dharamshala,Gangtok,Goa,Gokarna,Hampi,Hyderabad,Indore,Jaipur,Jaisalmer,Jim Corbett,Jodhpur,Kaziranga,Kochi,Kodaikanal,Kolkata,Ladakh,Mahabalipuram,Manali,Mumbai,Munnar,Mussoorie,Mysore,Nainital,Ooty,Pahalgam,Pondicherry,Pune,Ranchi,Ranthambore,Rishikesh,Shillong,Shimla,Srinagar,Thiruvananthapuram,Udaipur,Varanasi,Varkala,Wayanad
Darjeeling,0.31812185855718045,-0.2308085645336466,-0.5405483886639524,-0.12802697105202274,0.150262824160355,-0.25248113436596986,0.10822600540622199,-0.007532790441812438,-0.3040119031998457,0.1889465965589245,0.9999999999999999,-0.133192137815685,-0.014078956155565094,0.42905250654823945,-0.12062716126565357,-0.11150752615400059,-0.3531944895472347,-0.38017186115206125,0.10180392646348936,-0.02643559480855149,-0.40784732133295026,0.26393468867374786,-0.4793513591755701,0.3008381322499734,-0.5031074255045344,0.4703482867701362,-0.13856879931134514,0.08030482040447459,-0.05087700286201901,0.2727041519896352,-0.4679793172133194,-0.04813256939439211,0.43856525869807544,-0.05541699270103724,0.8668852995775642,0.1960951020739393,0.22213774197657604,0.10830934603404122,-0.39621483186367573,0.2043613379227645,-0.06274804590483983,-0.05726739954083058,0.30278962808325777,0.7035901906178831,-0.28057162550025755,-0.26700933854192427,-0.10218491386644604,0.0218550477383336,-0.08942557013362791,-0.06928786386000171
Delhi,-0.06858432503953672,-0.021988130141496583,-0.16071636341165665,0.004129222206191446,-0.33449369916131855,0.7506344187436738,-0.10606682922609914,-0.06403097157403276,0.24681203038251212,-0.4771286681151612,-0.133192137815685,0.9999999999999998,-0.14886671326366355,-0.05054212775630787,0.20124024750510705,-0.23560408682581535,-0.08857860907096646,0.1386237915664592,-0.2984394107544028,0.6019220108239616,-0.11060230181931478,-0.270085173999828,-0.0751418040443477,-0.21235690700211118,0.0924604484544587,-0.4418439256241207,0.37702561185913225,-0.2654004290661447,-0.20819453727706874,-0.15433972150670033,0.7215349045825366,0.17634091479300776,-0.30904832927308074,-0.3781857569480412,-0.20385571119838022,-0.36093377665201626,-0.36755876616321687,-0.08212551282786759,0.11450451032875304,-0.15961769786751318,-0.20125181808021084,-0.00695945795490734,-0.19198371235324685,-0.24945213605748942,0.15058861107462748,-0.09740590967398163,0.30745029711905464,0.03336138841504811,-0.3039482922542427,-0.23940331629489506
Dharamshala,-0.047559875682194865,0.005755152434454313,0.14958846957420538,0.42393702089869684,-0.4506139300227331,-0.2320825687499241,-0.27595113745893946,-0.10360358820218564,-0.09010924387500555,-0.4179225426703026,-0.014078956155565094,-0.14886671326366355,0.9999999999999998,-0.1262304146383583,-0.17481637911070336,0.11870115764185654,0.11947540626410864,-0.08942315159118294,-0.24151024065120055,-0.13111177472226984,0.23240715402664203,-0.017389993004698994,0.1877221227531634,0.032875385508784535,-0.2119575807926766,-0.3765278222120202,-0.0006130940572398507,0.04106263881722404,-0.34386146426016295,0.2702829977691744,-0.13734336003797773,-0.11385074922480865,0.2154741170634594,-0.2530357244010413,0.06767392355535204,0.3035250945845546,-0.13540260941748608,-0.2502952964432074,-0.10001561612754624,-0.18205980468346006,0.629735859951652,0.4000030670284412,-0.09012590166925878,0.3914883711526504,0.23832754045939333,-0.3309949781674573,-0.17232301943560205,0.3588704643358079,-0.014742872656863536,-0.45458566636349446
Gangtok,0.0006288988829735187,-0.23925018244588325,-0.24287530902983995,-0.014952765779377031,0.4866781302196641,-0.4801540170155056,0.7494245749217032,0.6657949293735385,-0.534808403025831,0.38791740626197163,0.42905250654823945,-0.05054212775630787,-0.1262304146383583,1.0000000000000002,-0.02247784515695676,-0.24849304879599715,-0.4658899239255317,-0.4492317118671027,-0.2539466843726871,-0.0530603763852165,-0.32367625727156824,0.2760278108497819,-0.3304071011819109,0.20180723035623005,-0.23263397213565556,0.2022354655450763,0.023243497520790638,0.1273405716731473,0.016588447801685655,-0.02742356229993354,-0.37295142696721983,-0.11391597114184258,0.4531359715094048,-0.3246476097976186,0.3732236486279358,0.089579036627843,0.2505631151322465,-0.18126331614717056,-0.543237558263093,0.7628740442596402,0.22305567836377965,0.19203484658078898,0.1630606322738232,0.19409674569396018,-0.3667203572599814,-0.3734662722845626,-0.2903726636635174,0.1106723617647459,-0.3874636969817285,0.36671939300513473
Goa,-0.36458393748354523,-0.1263948026891075,0.35531364581319613,-0.3951193964262082,0.016494861381302628,0.2090895703163367,-0.006325274216731329,-0.028134492247456056,-0.12726911417453635,0.22554335861271427,-0.12062716126565357,0.20124024750510705,-0.17481637911070336,-0.02247784515695676,1.0000000000000002,0.19586436404354793,-0.08697433516933512,0.06742882405621853,-0.05462480346035899,0.17250969429569865,-0.2756033974897221,-0.05390215140702969,-0.1641517181697836,0.35132132204372524,-0.12503985264672782,0.11257997322379916,-0.4092411990470193,-0.20200229491730934,-0.30407859695979117,-0.10189861230915086,0.5864882718061236,0.1027290735276823,-0.059589694108907104,-0.2542005760767534,0.05064195393038734,0.031480968495852434,0.0417477827561598,-0.020006632512976578,0.02255810028693897,-0.09869631851312587,-0.05097670030426026,-0.07564913123088628,-0.14996115664841012,-0.08437207677365563,0.07556710632952485,-0.17958605180396545,0.03891628349186986,-0.5326339152381981,-0.22843311133701097,-0.03343631608335265
Gokarna,-0.24622613911459543,-0.2715308238795122,0.4986553353173246,-0.11556607964065563,0.10447857482503498,-0.1628584590748274,-0.08609241166572452,-0.13408380049812335,0.3563738957025191,0.10051467028929868,-0.11150752615400059,-0.23560408682581535,0.11870115764185654,-0.24849304879599715,0.19586436404354793,1.0,0.04088268569784429,-0.13728277960819343,-0.1960130070083861,-0.4140373704362759,0.10644121816474678,-0.17721040036993482,0.09014173416949103,0.08197305008897059,0.41379363856168844,0.021114373453237315,-0.3542999364017559,-0.14486000112331035,0.14742608904892018,0.04255447508135637,0.025121090261992714,-0.1346294930130131,-0.39235085136280723,0.030456939554076537,-0.16469515713822022,0.017613112025046417,-0.07457806720676166,0.5804265086071441,-0.09802976155627997,-0.03653171726163859,0.1472258840873002,-0.10199042512147492,-0.10866613147442808,-0.0116363459538378,-0.05386094060066534,0.05059032155600275,-0.15437368055014344,-0.27186842153804813,0.7160713397614006,0.037209094776517244
Hampi,-0.20077886218419128,0.1332299112241248,0.1964811611786261,-0.14498827608992465,0.033439168537748656,0.3099932461523227,-0.2988514896604759,-0.06712299868410221,0.2646042644200596,-0.22104583194796873,-0.3531944895472347,-0.08857860907096646,0.11947540626410864,-0.4658899239255317,-0.08697433516933512,0.04088268569784429,1.0,0.6276501712380469,0.08246172849019194,-0.23173856334534335,0.4665672223472815,-0.3064363954195294,0.20056302328938155,-0.24246802659029534,-0.009567265875545674,-0.16330210585819369,-0.14949544115884794,-0.09556764908654747,0.06772762005383705,0.3919801425708683,0.11243482495443557,-0.14120628129660243,-0.4534868595749977,0.4425331409232501,-0.31995061953621245,0.040406080952586555,-0.30438525443422615,0.3906923128993975,0.38046478730061284,-0.36967021519620863,0.05831539586894194,-0.10923371695324041,-0.17209471835220164,-0.0199350865192836,-0.03592823717073444,0.17703709894599182,-0.07047529478996534,-0.246474818848011,0.17273239130356616,-0.29720344311313485
Hyderabad,-0.08137554014349577,0.14899462340086284,0.12147044254556451,-0.030277005190951386,-0.22872307446623386,0.5874818651689232,-0.4389478808438372,-0.13484205022250856,0.37295606539530385,-0.28742109496271745,-0.38017186115206125,0.1386237915664592,-0.08942315159118294,-0.4492317118671027,0.06742882405621853,-0.13728277960819343,0.6276501712380469,1.0,0.24343826590424847,-0.09834852515882976,0.3407600941448676,-0.501574304056125,0.29149001549835407,-0.20814205614661013,0.07908887737544053,-0.17343870367715605,0.0914410753943913,-0.017080919803205134,-0.3307931504826316,-0.1066479418112715,0.462617477186333,-0.20067874993127943,-0.20447782174974674,0.35087200660613044,-0.21416991952862713,-0.05505830456494894,-0.03804413020123384,0.24133315175578784,0.6671159792627418,-0.1884617714070755,-0.44477382531926163,-0.023230743459392002,-0.22301907359616852,-0.08503836473054356,-0.04246193511617449,0.34954783098357156,-0.23526215839272116,-0.22836204425018297,-0.013880486083229473,-0.2191094659878655
Indore,0.6829345633398857,0.7003658812305995,-0.12537431364031723,-0.0928890218224543,-0.13735326819317795,0.05724647022143045,-0.2330588025307089,0.0708847650892366,0.270170047884835,0.07849431280025163,0.10180392646348936,-0.2984394107544028,-0.24151024065120055,-0.2539466843726871,-0.05462480346035899,-0.1960130070083861,0.08246172849019194,0.24343826590424847,0.9999999999999999,0.05986919424458722,0.08376748924204006,-0.12298523054339656,0.06968597145483209,-0.14460896348394475,0.139261021224926,0.1378980100361473,0.056190641300110124,-0.15549276127417228,-0.17288905356890122,-0.2121858291957069,-0.1864833623872982,-0.13556639019813224,0.11672831042853607,0.7353778040697256,0.2302411730214047,0.08481681129239096,-0.09517327868309257,0.2652564394492607,0.43291573859695304,-0.1754631193838349,-0.2579927738704589,-0.30022346969654484,-0.03348480686046368,-0.019465459154901155,-0.18240593251254697,0.5406686770475948,-0.025578575681041816,0.022619139008975168,0.16687438946148697,-0.16056778803066876
Jaipur,0.1778899418375982,0.18570782838867272,-0.37519036492858987,-0.05953704133047934,-0.5726211541272094,0.40887096292723185,0.010753434224404026,-0.03956409214513701,0.05452357994951358,-0.44220067708628136,-0.02643559480855149,0.6019220108239616,-0.13111177472226984,-0.0530603763852165,0.17250969429569865,-0.4140373704362759,-0.23173856334534335,-0.09834852515882976,0.05986919424458722,0.9999999999999999,-0.3033549719733878,-0.03661828588473277,-0.1773365684303088,-0.23247943922770614,0.14918135145602504,-0.22067681303519904,0.41053755629211275,-0.2753939511893444,-0.07745775773204809,0.21216496015467284,0.5076065109500634,0.022759856845796917,0.025174614591249245,-0.2696717701938301,-0.07710452679092857,-0.27406866514786227,-0.2885374340881168,-0.39524145766733626,0.21118774134396864,-0.3076118199711343,-0.23331903492233627,0.22557563377814127,-0.17645612138095967,-0.1370339627459871,0.15044237431513438,-0.014297272306867769,0.3910086315394645,0.20658990100311364,-0.3486834190694919,-0.2759672155159955
Jaisalmer,0.008778287978160791,0.5152812974488793,-0.10923166458457506,0.6434173119892842,0.00394450807996213,-0.09459814355082334,-0.2644963603980302,0.00017169253769129793,0.11658083556852797,-0.24243116933772693,-0.40784732133295026,-0.11060230181931478,0.23240715402664203,-0.32367625727156824,-0.2756033974897221,0.10644121816474678,0.4665672223472815,0.3407600941448676,0.08376748924204006,-0.3033549719733878,0.9999999999999996,0.0025174337586018197,0.9012136510717444,-0.1896321929023397,-0.09029345797918466,-0.4832280588365546,-0.019729858339302766,0.5278026570109505,0.12607793902789163,-0.1801179512260806,0.011392940745762798,-0.4038295442541235,-0.19081828413026095,0.11096876310578498,-0.36984316864355277,-0.28244475125439655,0.013277342170719263,0.24584360583525855,0.20614511947226125,-0.17499470961874114,0.2253955707610939,-0.09506857279503955,-0.22605895067465642,0.0059413492339478015,0.15407174666153486,-0.23895076832826193,0.004057437164730175,-0.0481798081283109,-0.07731970895007151,-0.37259846550095266
Jim Corbett,0.199087312478117,0.08682383360222065,-0.18214827089316285,0.4417908152992004,0.39137595746208476,-0.5276528884800531,0.17008004941889757,0.012297556565080426,-0.3078545739984129,0.31931486646521207,0.26393468867374786,-0.270085173999828,-0.017389993004698994,0.2760278108497819,-0.05390215140702969,-0.17721040036993482,-0.3064363954195294,-0.501574304056125,-0.12298523054339656,-0.03661828588473277,0.0025174337586018197,1.0000000000000002,0.20454977592440776,0.6459506443315459,-0.3750521160868123,0.14823895621891675,0.14220786998693624,0.5021807001720532,0.6261371577997964,0.16327716494970737,-0.33595641636160833,-0.27594667808204926,0.25585912041773873,-0.3651897790263056,0.01836671382663378,-0.26692980737069283,0.236935816975568,-0.4212515445646965,-0.5495242549548437,0.11676692650833483,0.20818729850652756,-0.1601960359037035,0.1702081075078066,0.051899551186658545,-0.18041006710874719,-0.32828888907336085,-0.13517443738286447,0.3672247671566419,-0.3416233973090417,0.2758668111093952
Jodhpur,0.0978351490551989,0.527705428963725,-0.04615174020577607,0.8052272841009748,-0.0733286022960105,-0.10785840371389188,-0.3083929637956611,-0.046181115088296,0.17931813377118888,-0.24767764276732426,-0.4793513591755701,-0.0751418040443477,0.1877221227531634,-0.3304071011819109,-0.1641517181697836,0.09014173416949103,0.20056302328938155,0.29149001549835407,0.06968597145483209,-0.1773365684303088,0.9012136510717444,0.20454977592440776,0.9999999999999999,0.02626723136947059,-0.0021070724030214953,-0.5326212709168755,0.18143986012037525,0.5807127805368709,0.17813502130049153,-0.3074615033414571,0.1535161502092628,-0.4910246268148613,-0.12638153548830944,-0.08008193450113549,-0.47419980705574577,-0.44493166228568276,0.06897416309618129,0.02225914784845299,0.1860314839015054,-0.1344638285315396,0.09650004897280255,-0.054682717652398176,-0.24784270918524606,-0.14929610488139744,0.16714995849311637,-0.19504614695087044,-0.05984172075095875,0.13623167905745365,-0.1640189419550181,-0.2632878532580646
Kaziranga,0.16022161229151208,-0.2641330980365047,0.14244428980243687,0.18597081329417858,0.369116537229731,-0.23890758642067988,-0.1078756148375101,0.10137945049454583,-0.04965199788709089,0.1444737267876079,0.3008381322499734,-0.21235690700211118,0.032875385508784535,0.20180723035623005,0.35132132204372524,0.08197305008897059,-0.24246802659029534,-0.20814205614661013,-0.14460896348394475,-0.23247943922770614,-0.1896321929023397,0.6459506443315459,0.02626723136947059,1.0000000000000002,-0.38759571745471794,0.0013335976350331111,0.08073286160177169,0.10014906120252519,0.1255172616759912,0.04188040465720779,-0.016048802911860786,-0.24312182716189276,-0.016812121249240766,-0.4185811156051806,0.11452233592263952,-0.28542661328735797,-0.0014886420920205577,-0.1279433364330623,-0.37732732039137434,0.26976729750196704,-0.10170288795964141,-0.09082842930608494,0.22198616427527773,0.021783836591007945,-0.04145333366616217,-0.24750262251161848,-0.2385444622465932,0.20492228220306838,-0.2768121823702783,0.023202916119501968
Kochi,0.14434648371843645,0.10992472996818822,0.46199582241092196,-0.1482943961639876,-0.1602402792517427,0.22670929536166107,0.02781356115775753,0.11699510439574837,0.6899604152013433,-0.1329450289208957,-0.5031074255045344,0.0924604484544587,-0.2119575807926766,-0.23263397213565556,-0.12503985264672782,0.41379363856168844,-0.009567265875545674,0.07908887737544053,0.139261021224926,0.14918135145602504,-0.09029345797918466,-0.3750521160868123,-0.0021070724030214953,-0.38759571745471794,1.0,-0.19836934862198533,0.37663884070050313,-0.5155134302622865,0.18428639361527832,-0.13302276892855283,0.1996262364493189,-0.07146621309880659,-0.4501678657420676,0.3238897296427221,-0.5535839771514477,-0.13535561569368984,-0.40814844223752994,0.2842116501209544,0.2823720768864839,-0.02047174096735498,-0.17429931350621525,0.036469090288290824,-0.26459221748484846,-0.630295595324564,-0.18243583103110864,0.7030297116637161,-0.09852053636609737,0.2206169174261927,0.6681292405568229,0.25202892260891213
Kodaikanal,-0.2367344817018746,-0.2728532668112925,-0.05977023635569967,-0.5619227119377852,0.34543208702571965,-0.3124853099551609,0.3022481841788281,-0.27160716210484914,-0.46285871397811523,0.7918057099960718,0.4703482867701362,-0.4418439256241207,-0.3765278222120202,0.2022354655450763,0.11257997322379916,0.021114373453237315,-0.16330210585819369,-0.17343870367715605,0.1378980100361473,-0.22067681303519904,-0.4832280588365546,0.14823895621891675,-0.5326212709168755,0.0013335976350331111,-0.19836934862198533,1.0000000000000002,-0.5859068493447038,0.174848516840348,0.19733513112990264,0.15355879336737172,-0.4471492991296823,0.2728526900717241,0.48368558127079103,0.29939058310611255,0.5656183088575782,0.555899135850908,0.6604556272116806,0.0054847487044955515,-0.23883321661323484,0.046346530826824175,-0.06511913318173822,-0.19085533973830895,0.19315411814582165,0.37924152195314076,-0.3562875929914436,0.1097472350060452,-0.1350566856619379,-0.46877034999736567,0.20632209589645045,0.5930809949849791
Kolkata,0.6003853513687939,0.2157529912426495,-0.11232149201712141,0.4578998951430737,-0.24064230136708564,0.3121754017871257,-0.1747261421820485,0.23414279419009962,0.5387114881233276,-0.566810779693167,-0.13856879931134514,0.37702561185913225,-0.0006130940572398507,0.023243497520790638,-0.4092411990470193,-0.3542999364017559,-0.14949544115884794,0.0914410753943913,0.056190641300110124,0.41053755629211275,-0.019729858339302766,0.14220786998693624,0.18143986012037525,0.08073286160177169,0.37663884070050313,-0.5859068493447038,0.9999999999999999,-0.23107306207184045,0.12412610440974496,-0.06840771053188072,0.20320392780032026,-0.3082064909097949,-0.2255652193594126,-0.13024457539317766,-0.3809143754809772,-0.530730537432143,-0.5218800381864062,-0.20846448791299158,0.12492008165523838,0.11216055926821744,-0.31340689203214256,0.18872022190600402,-0.09664860550899612,-0.45401284870258357,-0.0808786636945889,0.32582108683242456,-0.09800199285252338,0.847288605174513,-0.12903748381404495,-0.10812878848124761
