avg_flight_price,min_hotel_price,avg_hotel_price,max_hotel_price,flight_count,avg_total_duration,avg_outbound_stops,avg_return_stops,hotel_count,room_count,avg_allotment,temperature,feels_like,humidity,wind_speed,cloudiness,visibility,rain_1h,sight_count,park_count,restaurant_count,water_count,forest_count,wetland_count,river_count,mountain_count,coastal_count,sand_count,protected_area_count
,0.8933851644149885,1.0,0.9999969971659726,,,,,0.05128205128205128,0.2222222222222222,0.3330316742081447,0.4902807775377971,0.42290909090909096,0.22499999999999998,0.5761316872427984,0.0,1.0,1.0,0.09,0.9487179487179487,0.56,0.19387755102040816,0.31958762886597936,0.0,0.35294117647058826,0.0,0.0,0.0,0.0
0.4036000682477393,0.9241014529696661,0.9990803347890003,0.9975746819774487,0.0,0.8359550561797753,1.0,1.0,0.5897435897435898,0.8641975308641975,0.23992017069491964,0.555939524838013,0.6527272727272728,0.08750000000000002,1.0,0.030000000000000027,1.0,1.0,0.11,0.8974358974358975,0.84,0.2755102040816326,0.05154639175257732,0.0,0.47058823529411764,0.23809523809523808,0.0,0.0,1.0
,0.7723680856487383,0.9988263085720536,0.9999402921964343,,,,,0.0,0.037037037037037035,1.0,1.0,0.8672727272727273,0.8625,0.2304526748971194,0.98,1.0,1.0,0.04,0.0,0.72,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
,,,,,,,,,,,0.6501079913606912,0.8119999999999999,0.1875,0.9063786008230452,0.0,1.0,1.0,0.0,0.0,0.0,0.17346938775510204,0.010309278350515464,0.12195121951219512,0.47058823529411764,0.0,0.0,0.0,0.5
,0.9294544991078256,0.9007733618262538,0.9878715533633012,,,,,0.07692307692307693,0.19753086419753085,0.107950872656755,0.9144708423326136,0.8334545454545456,0.7625,0.27880658436214,0.88,1.0,1.0,0.09,0.44871794871794873,0.66,0.23469387755102042,0.020618556701030927,0.2682926829268293,0.058823529411764705,0.0,0.0,0.0,0.0
,,,,,,,,,,,0.6120950323974084,0.7800000000000001,0.08750000000000002,0.9166666666666666,0.19999999999999996,1.0,1.0,0.0,0.02564102564102564,0.05,0.24489795918367346,0.35051546391752575,1.0,0.5882352941176471,0.047619047619047616,0.0,0.0,0.0
,0.8346291103747132,0.9965567138441704,0.9992698004757585,,,,,0.15384615384615385,0.24691358024691357,0.23254868066500584,0.6151187904967602,0.6909090909090909,0.275,0.5411522633744856,0.0,1.0,0.8324607329842932,0.21,1.0,0.98,0.8367346938775511,0.061855670103092786,0.0975609756097561,0.23529411764705882,0.0,0.5,0.029411764705882353,0.5
,,,,,,,,,,,0.0,0.0,0.15000000000000002,0.8168724279835391,0.0,1.0,1.0,0.01,0.038461538461538464,0.43,0.04081632653061224,0.35051546391752575,0.0975609756097561,0.0,0.09523809523809523,0.0,0.0,0.5
,0.9455136375223043,0.948353417144998,0.8825858751970345,,,,,0.3333333333333333,0.5432098765432098,0.2573075968459438,0.7438444924406048,0.8909090909090909,0.15000000000000002,0.6820987654320988,0.37,1.0,1.0,0.2,0.782051282051282,0.99,1.0,0.010309278350515464,0.0,0.23529411764705882,0.0,0.0,0.0,0.5
,,,,,,,,,,,0.43930885529157676,0.34254545454545454,1.0,0.6779835390946503,0.79,1.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.5
,,,,,,,,,,,0.6928725701943844,0.848,0.23750000000000004,0.26337448559670784,0.010000000000000009,1.0,1.0,0.01,0.05128205128205128,0.49,0.30612244897959184,0.010309278350515464,0.0,0.17647058823529413,0.0,0.16666666666666666,0.0,1.0
,0.8007902115727759,0.9976005047655364,0.9998669781905535,,,,,0.05128205128205128,0.1111111111111111,0.09737933634992459,0.6712742980561555,0.8298181818181818,0.21250000000000002,0.9537037037037037,0.020000000000000018,1.0,1.0,0.03,0.02564102564102564,0.86,0.09183673469387756,0.711340206185567,0.0,0.29411764705882354,1.0,0.0,0.0,1.0
0.7200989592219758,0.9821565128728014,0.9947916593890063,0.9903107267860122,0.5384615384615384,0.9258426966292135,1.0,1.0,0.5897435897435898,0.9876543209876543,0.37517855332639094,0.6583153347732181,0.7130909090909091,0.375,0.3652263374485597,0.75,1.0,0.9319371727748691,0.78,0.717948717948718,0.99,0.4489795918367347,0.14432989690721648,0.9512195121951219,1.0,0.09523809523809523,0.0,0.0,0.5
0.5430813854291077,0.5646826408360948,0.9964346926901833,0.9997210853124335,0.5769230769230769,0.3785268414481897,0.0,0.4444444444444444,0.02564102564102564,0.037037037037037035,0.167420814479638,0.0639308855291577,0.07090909090909095,0.0,0.7829218106995885,0.0,1.0,1.0,0.02,0.16666666666666666,0.28,0.9081632653061225,0.10309278350515463,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
,0.8043589089982156,0.9968355374355247,0.9996483943011643,,,,,0.05128205128205128,0.13580246913580246,0.11980176686059038,0.19092872570194394,0.18254545454545446,0.07499999999999996,0.9722222222222222,0.62,1.0,1.0,0.08,0.5,0.13,0.01020408163265306,0.061855670103092786,0.0,0.0,0.09523809523809523,0.0,0.0,0.5
,0.8982283966352281,0.9979828876653021,0.9997548017808077,,,,,0.02564102564102564,0.08641975308641975,0.6020156314273961,0.4859611231101512,0.41927272727272724,0.22499999999999998,0.5761316872427984,0.010000000000000009,1.0,1.0,0.1,0.44871794871794873,0.96,0.29591836734693877,0.20618556701030927,0.024390243902439025,0.0,0.047619047619047616,0.0,0.029411764705882353,0.0
,0.9769946469538618,0.9959178313958954,0.9988674082561937,,,,,0.1282051282051282,0.2962962962962963,0.1524938888022052,0.01641468682505403,0.021090909090909094,0.07499999999999996,0.9166666666666666,0.0,1.0,1.0,0.01,0.14102564102564102,0.01,0.04081632653061224,0.9381443298969072,0.0,0.0,0.09523809523809523,0.0,0.0,0.0
,0.5468391537088962,0.0,0.8825858751970345,,,,,0.07692307692307693,0.1111111111111111,0.015447027617413013,0.11231101511879056,0.09563636363636366,0.26249999999999996,0.7541152263374485,0.07999999999999996,1.0,1.0,0.08,0.15384615384615385,0.3,0.09183673469387756,0.28865979381443296,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
,,,,,,,,,,,0.07688984881209508,0.05890909090909088,0.3125,0.7685185185185186,1.0,1.0,1.0,0.0,0.0,0.02,0.0,0.07216494845360824,0.0,0.0,0.0,0.0,0.0,0.5
,0.9200866683660464,0.9994411475884643,0.9997988973394093,,,,,0.07692307692307693,0.16049382716049382,0.6249106930221481,0.580561555075594,0.6025454545454546,0.32499999999999996,0.3652263374485597,0.0,1.0,0.8691099476439791,0.32,0.3333333333333333,0.7,0.20408163265306123,0.7525773195876289,0.07317073170731707,0.11764705882352941,0.0,0.3333333333333333,0.0,0.0
,0.9140326280907469,0.9974659246967366,0.9990884716641367,,,,,0.3076923076923077,0.654320987654321,0.4692869606364416,0.46738660907127433,0.4036363636363636,0.5375,0.34053497942386834,0.32999999999999996,1.0,1.0,0.27,0.8846153846153846,1.0,0.45918367346938777,0.23711340206185566,0.14634146341463414,0.47058823529411764,0.23809523809523808,0.0,0.5882352941176471,0.0
,,,,,,,,,,,0.48855291576673865,0.42145454545454536,0.08750000000000002,0.8940329218106996,0.5700000000000001,1.0,0.0,0.03,0.34615384615384615,0.49,0.6224489795918368,0.26804123711340205,0.04878048780487805,0.0,0.047619047619047616,0.0,0.0,0.0
,0.0,0.9952384231927738,0.9998248886746008,,,,,0.0,0.024691358024691357,0.09502262443438914,0.5684665226781858,0.5970909090909091,0.2875,0.6306584362139918,0.0,1.0,0.9057591623036649,0.02,0.08974358974358974,0.11,0.01020408163265306,0.07216494845360824,0.0,0.0,0.09523809523809523,0.0,0.0,0.5
,0.9003951057863879,0.20794621535990365,0.0,,,,,0.1282051282051282,0.16049382716049382,0.14817208934855994,0.4881209503239741,0.42109090909090907,0.025000000000000022,0.8415637860082305,0.61,1.0,0.9267015706806283,0.05,0.2692307692307692,0.92,0.19387755102040816,0.09278350515463918,0.07317073170731707,0.6470588235294118,0.2857142857142857,0.0,0.029411764705882353,0.5
,,,,,,,,,,,0.3097192224622031,0.2963636363636364,0.025000000000000022,0.8827160493827161,0.010000000000000009,0.0,1.0,0.03,0.05128205128205128,0.3,0.16326530612244897,0.44329896907216493,0.0,0.23529411764705882,0.047619047619047616,0.0,1.0,0.0
,0.6993372419067041,0.9984502248000605,0.9998615705973257,,,,,0.07692307692307693,0.07407407407407407,0.3615494978479196,0.29114470842332607,0.2669090909090908,0.1875,0.8271604938271605,0.6599999999999999,1.0,1.0,0.07,0.05128205128205128,0.27,0.0,0.9381443298969072,0.0,0.0,0.2857142857142857,0.0,0.0,0.5
0.13914007848490018,0.4832398674483813,0.9972954795989929,0.9998626172282731,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.14027149321266968,0.6168466522678187,0.5152727272727272,0.7,0.7520576131687242,0.97,1.0,1.0,0.09,0.6538461538461539,0.99,0.45918367346938777,0.29896907216494845,0.21951219512195122,1.0,0.14285714285714285,0.0,0.0,0.0
,0.9117384654601071,0.9997662251097864,0.9998284522037787,,,,,0.02564102564102564,0.16049382716049382,0.31927069470322056,0.5265658747300217,0.5814545454545454,0.08750000000000002,0.6820987654320988,0.0,1.0,1.0,0.4,0.9358974358974359,0.92,0.8571428571428571,0.12371134020618557,0.024390243902439025,0.23529411764705882,0.047619047619047616,0.16666666666666666,0.0,0.0
0.0,0.9458959979607443,0.9992638738879782,0.9997612061654139,0.0,0.13782771535580518,0.0,0.33333333333333337,0.23076923076923078,0.25925925925925924,0.24555644278827665,0.593952483801296,0.6029090909090908,0.375,0.5072016460905351,0.0,1.0,1.0,0.1,0.44871794871794873,0.9,0.24489795918367346,0.35051546391752575,0.024390243902439025,0.11764705882352941,0.047619047619047616,0.0,0.0,0.5
,0.7803976548559776,0.9954174470891934,0.9995055665565329,,,,,0.05128205128205128,0.14814814814814814,0.23218325791855202,0.6609071274298057,0.821090909090909,0.08750000000000002,0.8415637860082305,0.20999999999999996,1.0,1.0,0.06,0.5384615384615384,0.85,0.7755102040816326,0.13402061855670103,0.024390243902439025,0.23529411764705882,0.0,0.0,0.029411764705882353,0.5
,0.6606551108845271,0.9987321139145706,0.9999534623025212,,,,,0.0,0.0,0.23076923076923073,0.5097192224622031,0.43927272727272726,0.16249999999999998,0.4886831275720165,0.0,1.0,1.0,0.11,0.3974358974358974,0.93,0.6122448979591837,0.2268041237113402,0.04878048780487805,0.058823529411764705,0.19047619047619047,0.9166666666666666,0.0,0.0
,,,,,,,,,,,0.41900647948164144,0.388,0.15000000000000002,0.8045267489711935,0.16000000000000003,1.0,0.7696335078534031,0.07,0.15384615384615385,0.01,1.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.5
